Cycle,Capacity(Ah),Voltage Measured(V),Current Measured,Temperature Measured,Time Measured(Sec),SampleId
6,1.83514614292266,3.2937406695499,-0.00342482719381857,34.2982847625132,3650.828,B0005
6,2.01310110562697,2.28120684494064,-2.01201462673959,39.0461083749847,3650.828,B0006
6,1.87993525235661,3.11858212882678,-0.00268196786691451,36.8457570408316,3650.828,B0007
6,1.82120118956979,3.16928309219504,-0.00079381226070989,36.3514535034146,3399.516,B0018
7,1.82575679056655,3.31623074077415,0.00171023896991278,34.7622418363072,3572.453,B0005
7,1.96878982627284,2.36641052702961,-2.00960265415573,38.8750752102278,3572.453,B0006
7,1.88150881240388,3.04842920977175,-0.00360492416018537,38.2444149127804,3572.453,B0007
7,1.81517001064333,3.16468026754563,-0.000717620204553426,36.1275249277437,3388.75,B0018
8,1.82477385298913,3.29741093541615,-0.00100405237818002,35.0518295279162,3550.594,B0005
8,1.96816617643342,2.43602004957871,-2.01050318169503,38.7260539826455,3550.594,B0006
8,1.86969078703858,3.01624620225323,0.000274813402347957,38.662970371106,3550.594,B0007
8,1.80429805209676,3.16689095912395,0.000448820915149706,36.0387290181168,3380.406,B0018
9,1.82461326849694,3.28840448309529,0.00126140140996268,35.029736661847,3551.25,B0005
9,1.95723079175605,2.18643774876437,-2.01200062919459,38.9862972890492,3551.25,B0006
9,1.8700523801392,3.00545283195269,-0.00672582696643919,38.7433153628464,3551.25,B0007
9,1.82310023028442,3.14417553147664,-0.000968223230945359,36.3492192198825,3404.141,B0018
10,1.82461955268645,3.26627557506147,0.000285051707969381,35.3224796880314,3530.25,B0005
10,1.94559915141294,2.34060236059125,-2.00860576394087,38.6597886191964,3530.25,B0006
10,1.87004423941886,2.96653348014181,-0.00236640197372526,39.1759337199074,3530.25,B0007
10,1.81212535202555,3.16351186301027,-0.000106069732879365,36.4178581228395,3396.141,B0018
11,1.81420193576739,3.29619985946309,-0.00077573139528827,35.5929601610404,3491.016,B0005
11,1.93475050448411,2.42630213741404,-2.00809319884544,38.8497919573292,3491.016,B0006
11,1.85965189877664,2.95834762031901,-0.00657988506630523,39.5926738466821,3491.016,B0007
11,1.80469163821178,3.19745253641213,-0.00110481738794848,35.985232091895,3384.094,B0018
12,1.81375215775491,3.2717574155336,-0.000472438356017753,35.9612724549052,3470.281,B0005
12,1.9232799539368,2.4753697700007,-2.00886176448954,38.751283440151,3470.281,B0006
12,1.85907465608622,2.89697619168825,-0.00471407915405719,39.7465275612374,3470.281,B0007
12,1.79084434978629,3.23438245842696,0.00320498968071598,35.3584779755785,3370.656,B0018
13,1.81344049147358,3.26485508408503,-0.00250599319982621,35.8696096953803,3470,B0005
13,1.91188993094849,2.34236452365501,-2.01142588043833,38.7685376405879,3470,B0006
13,1.85900845777092,2.87600465149119,-0.000450805104884528,39.8804507904701,3470,B0007
13,1.78347072284193,3.24181089141912,-0.000536100554101246,35.0941180192731,3357.797,B0018
14,1.80259800363065,3.30911120151836,-3.78231413040949E-05,35.532043808232,3450.297,B0005
14,1.90106671419793,2.18840008188266,-2.00944017801709,38.8468611234435,3450.297,B0006
14,1.8593622586957,2.94903332186395,-0.00658524051204001,39.1797362629624,3450.297,B0007
14,1.78093861253107,3.22733379782803,-0.00429558755886605,35.5779924574509,3363.015,B0018
15,1.80210690024615,3.28814905286893,-0.00135933253426559,35.8103128914271,3429.407,B0005
15,1.88919899480615,2.12069809459541,-2.00629337660368,38.8658897816528,3429.407,B0006
15,1.8587355450601,2.81757854256285,-0.00448972304601805,39.5636595172155,3429.407,B0007
15,1.7712090396727,3.2384476090048,-0.00108727678028567,35.9921061651608,3357.734,B0018
16,1.80257950082621,3.26075410090353,-0.000793555398364474,36.2424771521625,3409.484,B0005
16,1.87827837224885,2.3699814577993,-2.00839990322113,38.6475787338077,3409.484,B0006
16,1.84781729132214,1.85755476683365,-1.98867143552686,39.6289483195018,3409.484,B0007
16,1.76863039967071,3.25236529567393,0.00305763549026588,35.9316446549695,3344.187,B0018
17,1.80306831428341,3.22946682178441,-0.00440789371181656,36.7022172512003,3390.422,B0005
17,1.86756971615202,2.24799164992463,-2.01030748747072,38.7921818817387,3390.422,B0006
17,1.8485252916137,2.16575561242089,-1.98851325860175,39.2253472149149,3390.422,B0007
17,1.75363048019171,3.29835558179134,-0.000542196690245553,35.1385412495622,3339.969,B0018
18,1.8027776247196,3.22437889485908,-0.00186212571697977,36.7789097805339,3390.281,B0005
18,1.86758925744538,2.88444636981137,-0.00227724106961788,38.7702222392953,3390.281,B0006
18,1.84837895185003,2.02706863415132,-1.98579071216017,39.4126321606434,3390.281,B0007
18,1.74621974164151,3.29909945338278,0.00172747713721186,34.7536197268955,3327.641,B0018
19,1.84702599493292,3.2587403321634,-3.54206800939823E-05,34.9348191119889,3591.734,B0005
19,1.97962654825082,2.20335584685938,-2.00991145160389,37.5432059974863,3591.734,B0006
19,1.88078054376098,2.99050860200032,-0.00319999352773809,38.2664335067375,3591.734,B0007
19,1.73766473370537,3.28291220363392,0.000396204598153343,34.6668373497137,3312.844,B0018
20,1.84741731128364,3.21804621479576,0.000151942055123039,36.0688190291296,3552.297,B0005
20,1.9575499080884,2.35887751155593,-2.01002384684314,37.903625775302,3552.297,B0006
20,1.88147215974436,2.9244436686756,-0.002762863087942,39.3450206426397,3552.297,B0007
20,1.73151667354758,3.31435992324111,-0.000763840407951657,34.3195748277557,3302.031,B0018
21,1.83617742134789,3.25730962683977,-0.00276573547353205,35.571319573247,3531.578,B0005
21,1.94581501707876,2.21867291404192,-2.01062130010296,37.6701605139887,3531.578,B0006
21,1.88109543132448,2.98570167309138,-0.00273368607850245,38.4028268863776,3531.578,B0007
21,1.70859498944706,3.3370959869036,0.00146062214424482,34.0515901093893,3305.547,B0018
22,1.82578074757762,3.28025674749459,-0.000195348893699445,35.4955307914618,3492.907,B0005
22,1.92424611216801,2.339723057948,-2.0098368122361,37.3416695918839,3492.907,B0006
22,1.871008964978,2.86244829172962,-0.00227991678975908,39.1950104536293,3492.907,B0007
22,1.71146995706821,3.34539645773032,0.000335519882670314,34.140049298888,3289.562,B0018
23,1.82511364350784,3.27976545115869,-0.00191470559632512,35.2094349367121,3511.594,B0005
23,1.94598113314216,2.39975082089427,-2.0085491106822,37.2897901725423,3511.594,B0006
23,1.87019951519414,2.9139323032496,-0.000793744156934697,39.0131117701432,3511.594,B0007
23,1.70750213732726,3.35653877625105,0.00185175115827119,34.0394137497018,3283.797,B0018
24,1.82558150422038,3.20506891560499,-0.000256914785036887,36.5076585914409,3431.93700000001,B0005
24,1.90140793055308,2.49141087947244,-2.01125316215256,37.1679448148451,3431.93700000001,B0006
24,1.8706715362801,2.05064926423299,-1.98961368231006,38.8690691221727,3431.93700000001,B0007
24,1.74923820643602,3.29127194613657,0.000648270742212611,34.6722684188325,3325.235,B0018
25,1.81403112750839,3.27686692235656,0.000664356607841277,35.8751375936032,3431.125,B0005
25,1.87867421368008,2.76692698909216,-0.00134836376945339,37.5157784850105,3431.125,B0006
25,1.85961246440202,1.82543697447623,-1.98974121959295,39.1183996644318,3431.125,B0007
25,1.732769714743,3.29972483440533,0.000922714168474879,35.346467367863,3317.547,B0018
26,1.81476919411589,3.23113002773099,-0.00259817555306846,36.3248645525368,3412.406,B0005
26,1.86830613282642,2.83561284671773,-0.000999651549371617,37.2416596409226,3412.406,B0006
26,1.86003390971835,2.13487900068499,-1.98986736634217,38.6801076128163,3412.406,B0007
26,1.72223133282924,3.34378762818235,-0.00116596429908729,35.2221859489921,3311.766,B0018
27,1.81396938871035,3.22202577252683,-0.000146263030085585,36.4068771960491,3410.688,B0005
27,1.8560244070083,2.92839463515111,-0.00347400576254632,37.1009746736496,3410.688,B0006
27,1.85916531091608,1.97045549340662,-1.98779252724658,38.8630456781986,3410.688,B0007
27,1.71184629898473,3.35820819040362,0.00157877588692552,35.0498737290133,3305.218,B0018
28,1.80276566516782,3.29008279373079,-0.00401205506380968,35.8741726004226,3410.718,B0005
28,1.84519979618558,3.07711495759876,-0.00658495182160698,36.5363508366819,3410.718,B0006
28,1.84813981787783,1.813269430976,-1.98702106528662,39.1453116981122,3410.718,B0007
28,1.69926783512669,3.35547805852617,0.00182174576485677,34.9976183119642,3295.453,B0018
29,1.80407704011735,3.25117618524149,-0.00145143032669528,36.4059507131977,3392.719,B0005
29,1.85722889088532,2.81956058684583,0.00178434024478459,37.4960776989626,3392.719,B0006
29,1.84920170212616,2.04836573240956,-1.98805526014356,38.8380564174779,3392.719,B0007
29,1.69403664392431,3.38067160267107,-0.00253293676876324,34.5410201605049,3287,B0018
30,1.85180255167045,3.24928348231755,-0.00149970148324769,36.2823012488215,3470.672,B0005
30,1.92477608890906,2.43430068618121,-2.01018435509356,37.2500739611811,3470.672,B0006
30,1.88346774379508,2.88288876989446,-0.00259624282856149,38.7811398797957,3470.672,B0007
30,1.68190270787681,3.39557049000456,0.000920100274880085,34.5092067734786,3276.922,B0018
31,1.83070384567394,3.26008759919901,-0.00122881504838612,36.7398191536535,3414.109,B0005
31,1.88223175260926,2.91877573916825,0.000219946169021966,37.2766993585752,3414.109,B0006
31,1.86282111179058,2.11777993540775,-1.9877498390508,39.053875772292,3414.109,B0007
31,1.67697706184337,3.39129982260287,-0.00183175797856716,34.9106522892652,3268.687,B0018
32,1.81990410895013,3.28114660142084,0.00194723905881097,36.4960303608512,3395.219,B0005
32,1.85527668788559,2.97395690885259,-0.00380645659250139,37.0534689156494,3395.219,B0006
32,1.85208503965235,2.16374487931537,-1.98796553984849,38.6995516979786,3395.219,B0007
32,1.66552293064789,3.40404682054735,0.0015992730993062,34.8944164474064,3260.594,B0018
33,1.80930796370285,3.30937152015476,-0.00100352637897357,36.0439236375488,3386,B0005
33,1.83925089171819,3.03343337240887,0.00115949398581303,36.4901977034173,3386,B0006
33,1.84695046482087,2.04565614720581,-1.98762305230902,38.6052414906155,3386,B0007
33,1.65719245758321,3.41882940150114,0.00231965107800817,34.5328807879476,3258.812,B0018
34,1.80460990458052,3.29559446765643,-0.00183496988223424,36.2244453887222,3368.187,B0005
34,1.81853960739944,3.06169251403577,-0.00247061620550997,36.1735161998937,3368.187,B0006
34,1.83682843116902,2.13562022669929,-1.99088077293757,38.4260474770283,3368.187,B0007
34,1.6482241555294,3.41485012887292,-0.000457712450305178,34.513139629893,3243.422,B0018
35,1.79937706519722,3.31719824535035,-0.000170868369351191,36.4812957908369,3368.266,B0005
35,1.81347700595671,3.08642144804051,-0.00248565682832159,36.6917217406164,3368.266,B0006
35,1.83716196196723,2.04298715374502,-1.98796574090699,39.0468968949422,3368.266,B0007
35,1.63877014979873,3.41602199959078,0.00132744960744682,34.4310315342267,3236.515,B0018
36,1.78844323353705,3.34781850650399,-0.000831225438781911,35.9857613340422,3358.719,B0005
36,1.79710184503054,3.13778732182454,-0.00290829170723044,36.3050545154478,3358.719,B0006
36,1.83167225837189,1.97861623941189,-1.98582710593026,38.8367649586139,3358.719,B0007
36,1.62764869072621,3.45501598884607,0.00154864123578475,33.8964036229087,3230.734,B0018
37,1.78292304842527,3.33782192390486,-0.00284373997958802,36.1014828866128,3339.5,B0005
37,1.78100462941205,3.1501156392375,-0.0018286245424697,36.0643955428841,3339.5,B0006
37,1.82114709513178,2.15845357648832,-1.9886961213342,38.4998147060455,3339.5,B0007
37,1.62215370227252,3.43628119141083,0.00309232760221944,34.5692075670206,3222.093,B0018
38,1.77303371580183,3.36437247937979,-0.00430973247530223,35.8592177961371,3331.265,B0005
38,1.77101304226823,3.17389204224995,-0.0088257335513383,36.0173140005334,3331.265,B0006
38,1.81650609151151,2.09260369893265,-1.98712680639802,38.5823401479708,3331.265,B0007
38,1.61400665104676,3.44499732026422,0.0010937102057089,34.5059587074184,3220.344,B0018
39,1.77303775507894,3.33601449365092,0.00210645058497053,36.4093910635337,3321.188,B0005
39,1.76047124481709,3.197207149743,-0.00343812651451696,35.9077544289519,3321.188,B0006
39,1.81138156015046,2.1528886431678,-1.98800042254866,38.787499833494,3321.188,B0007
39,1.67605161544246,3.33628244947889,-0.00109678309396827,34.9251802382721,3250.75,B0018
40,1.76787211066621,3.35565962794655,0.00144379364433122,36.7736462589701,3321.844,B0005
40,1.75029137880066,3.22756845883722,-0.00492719060429448,36.358079362481,3321.844,B0006
40,1.81160563339396,2.0537418826406,-1.98976355778682,39.3122112603185,3321.844,B0007
40,1.6493006425522,3.40691012903379,0.00362859322408118,34.2100217572151,3239.344,B0018
41,1.76231507040931,3.36149019771128,0.000905101677335972,36.8475603161325,3311.828,B0005
41,1.73949250377326,3.23085808215043,-0.0014530116287064,36.5042162591516,3311.828,B0006
41,1.80605489555574,2.079330058634,-1.98688676464257,39.4056799336054,3311.828,B0007
41,1.63238299185809,3.40853562874904,-0.000973900037523962,34.1999330554922,3222.25,B0018
42,1.76761729249384,3.34696812197577,-0.00145948849606151,36.7109139500086,3327.391,B0005
42,1.75467665536372,3.19963326743336,-0.00229256241230462,36.9912648310754,3327.391,B0006
42,1.81320418269941,2.07597933045208,-1.98743378616136,39.3280275782761,3327.391,B0007
42,1.61641597190258,3.42461862945175,-0.000917252558798758,33.9386056634671,3206.157,B0018
43,1.76266835974315,3.37121004922177,-0.000750035671606498,36.3801970814985,3312.078,B0005
43,1.76593909418422,3.1898103242112,-0.00287452211512139,36.8141078557782,3312.078,B0006
43,1.80626419382835,2.06743494830945,-1.98711828168815,38.6112528181758,3312.078,B0007
43,1.61090283782494,3.45104033385265,0.000593434849903347,33.4762070444301,3197.969,B0018
44,1.75173048706641,3.37995181911327,-0.00135117540779939,36.1805144976245,3293.172,B0005
44,1.73378874196248,3.24996221268041,-0.00443098871856047,35.9486655013539,3293.172,B0006
44,1.79583102499005,2.03726403119244,-1.98521716770439,38.5697269512869,3293.172,B0007
44,1.59546386936957,3.44712778893226,-0.00304637765783369,33.5316979849311,3181.625,B0018
45,1.741849604796,3.39186701578951,-0.000718230166018667,36.0711779171377,3275.328,B0005
45,1.71332591204073,3.2761786217775,-0.00288650697593192,35.8076141458777,3275.328,B0006
45,1.78588526003905,2.16326741901483,-1.99082615537367,38.3457208352666,3275.328,B0007
45,1.72670744008576,3.15325169176695,-0.000685325850094009,34.6418791928508,3302.36,B0018
46,1.73609135118471,3.38932180124305,-0.00163827019158133,36.067274021255,3265.016,B0005
46,1.70240778136735,3.28923379378634,-0.00148213585628332,35.7274110523919,3265.016,B0006
46,1.78032686045028,2.10663152684548,-1.99010496902717,38.4825406349467,3265.016,B0007
46,1.71656739174298,3.22099960221937,-0.00174332157030496,34.5179722683512,3285.812,B0018
47,1.79362401485736,3.2399604434797,-0.00241025890303148,39.3970785606374,3328.937,B0005
47,1.82371946178183,2.93495167982883,-0.00263595807428332,39.573786700333,3328.937,B0006
47,1.81507568995756,2.18092728607884,-1.98897495731088,41.0499421893331,3328.937,B0007
47,1.69582355709348,3.27953430951283,0.000826926101782786,34.4020179004419,3260.016,B0018
48,1.78318902232733,3.31112763973491,-0.000476083504511777,38.2479066394929,3329.266,B0005
48,1.80812840503147,3.01335835098323,-0.00251411967233491,38.7819599909346,3329.266,B0006
48,1.81570251548458,2.17734980945272,-1.98699852308283,40.3619448856154,3329.266,B0007
48,1.67777831907926,3.31291406192275,-0.00067872344043727,34.3409345427065,3240.031,B0018
49,1.7673642076279,3.33286212629209,-0.00254577680051385,37.6631480669849,3301.579,B0005
49,1.77576109450343,3.09819200973021,0.000650104339025677,37.8590470128016,3301.579,B0006
49,1.80024321780567,2.18013610196725,-1.9875986342355,39.6676965288026,3301.579,B0007
49,1.66065868977742,3.34720103483926,0.00235802579076366,34.0266583754909,3232.265,B0018
50,1.75701778503531,3.33376121536481,0.000914216819430852,37.4126201764425,3283.563,B0005
50,1.74474098418368,3.16734683411231,0.00118846521845395,37.1213576231855,3283.563,B0006
50,1.79044762056093,2.12862951990769,-1.98812433155526,39.4811814048111,3283.563,B0007
50,1.66641092748275,3.34178414621849,0.000532715884280968,34.7799732905084,3232.031,B0018
51,1.74687061798379,3.36150574929295,0.000229717201414211,36.9830492233154,3275.125,B0005
51,1.72920703413237,3.22868551171609,-0.00351027941299548,36.580486706224,3275.125,B0006
51,1.78034303230013,2.81914931353784,0.000700810530600385,39.4190511430692,3275.125,B0007
51,1.64683361744078,3.34095380266068,0.00128610424759478,34.9108952113471,3209.515,B0018
52,1.74171725074571,3.35285528109835,-0.00367756905713292,37.1138331683696,3265.656,B0005
52,1.70810865525532,3.25957245485484,-0.00125424111109339,36.4364075035123,3265.656,B0006
52,1.77532876959681,2.79149867221497,0.000150408574345878,39.7219611712835,3265.656,B0007
52,1.625763992878,3.39385721106257,0.00103234782245484,34.0714760629178,3196.125,B0018
53,1.73642250564782,3.36515208167633,-0.00192414384534901,37.4476304831427,3266.093,B0005
53,1.69759542374618,3.27741995214427,-0.00246427941631399,36.5309104210342,3266.093,B0006
53,1.77026297347329,2.91269955128694,-0.00371377625554148,40.031660306104,3266.093,B0007
53,1.61215774118746,3.37943108634245,-0.00235192314304739,34.3278395142722,3172.562,B0018
54,1.72632172392358,3.38577285985192,0.000499507089554845,36.8804492401836,3257.594,B0005
54,1.68206345240295,3.30954191048956,-0.00373570374929505,36.0644950795563,3257.594,B0006
54,1.7600810618542,2.99598771253577,-0.000115522288426503,39.4715147031898,3257.594,B0007
54,1.60573668237553,3.4005755999684,-0.00143577406291366,34.1213357759636,3172.735,B0018
55,1.71580653893301,3.40844318605435,-0.000736287555638219,36.6322456905438,3248.593,B0005
55,1.67147683222951,3.32294579629535,-0.00420501917624778,35.9432725094461,3248.593,B0006
55,1.74964759353769,2.97267687251875,-0.002283350612705,39.7250411269484,3248.593,B0007
55,1.67364531487989,3.31386363218204,-0.00502701701273694,34.6612706668532,3238.109,B0018
56,1.71053335113519,3.40983209717626,0.000203542033833762,36.7338796224639,3238.766,B0005
56,1.66075913870477,3.32687749536479,-0.00457747067940289,35.8929532870618,3238.766,B0006
56,1.74965007505931,2.98140897801578,-0.00254299217104249,39.743357771631,3238.766,B0007
56,1.64043485723499,3.3517763797483,-0.000712285472649158,34.6427606667268,3191.063,B0018
57,1.70601449964852,3.41726800517464,-0.00524113345044231,36.8279861699404,3240.14,B0005
57,1.65112101503807,3.33640010046782,-0.00422054975362804,35.9595150242292,3240.14,B0006
57,1.74502873921468,3.0307473063064,-0.000354443493552492,39.8195391250284,3240.14,B0007
57,1.61326533174221,3.36760082461934,-0.000977331571062153,34.6323747599196,3165.828,B0018
58,1.70031102726426,3.42183358884541,-0.000457584051745787,37.0880014868605,3230.109,B0005
58,1.64013492561909,3.35623132412337,-0.00463030015398587,36.0373318181176,3230.109,B0006
58,1.73964574552867,3.03906233668544,0.000513600746393919,40.0102825067197,3230.109,B0007
58,1.59209643246863,3.38774315970981,0.00183562791466087,34.4539714042393,3140.407,B0018
59,1.69457986017979,3.42714240587009,-0.00232350037531266,36.7580495895004,3229.781,B0005
59,1.62919994161654,3.3714663613835,0.0014743883145178,35.7132717402383,3229.781,B0006
59,1.7285642277718,3.07327176679844,-0.0040444055578937,39.7505370477833,3229.781,B0007
59,1.58660118206988,3.41604934891652,0.00349181847242315,34.1237974089421,3131.922,B0018
60,1.68490290866093,3.4381787180526,-0.00143296633346516,36.6658876807684,3212.469,B0005
60,1.60884963029617,3.39601876169892,-0.00467274402297051,35.3664983473953,3212.469,B0006
60,1.72390032458842,3.09877883600664,-0.00271337606411628,39.5949685235979,3212.469,B0007
60,1.58007664903363,3.42147245050033,0.00135984918968022,34.1016494561219,3121.109,B0018
61,1.67447415911597,3.46564047258576,-0.00192856280258148,36.2270883231592,3213.219,B0005
61,1.60352448989692,3.39388252186008,-0.00421127805582182,35.1866527238466,3213.219,B0006
61,1.71397887764852,3.12136825880661,-0.00418698865205307,39.5844814443095,3213.219,B0007
61,1.56417329532892,3.41588324881166,0.0030432402930327,34.3935581219033,3105.265,B0018
62,1.67456924798791,3.44498593545268,-0.000747653528419358,36.8357434507608,3203.578,B0005
62,1.5989712144028,3.39781586983721,-0.00442104201360729,35.6761471168402,3203.578,B0006
62,1.71397019970046,3.13462890749147,-0.00169536903087005,39.7815028366562,3203.578,B0007
62,1.55561827219392,3.44126630319116,0.00107170220968047,34.1019196954059,3091.25,B0018
63,1.66371637598141,3.46746709129821,0.000238785943346234,36.3112950816724,3195.125,B0005
63,1.58762731235756,3.41642303273219,-0.000320002795014379,34.7166082890069,3195.125,B0006
63,1.70365211736388,3.12100570574425,-0.000635055594035299,39.6121497538186,3195.125,B0007
63,1.54020452786374,3.44042131834262,-0.00360856553974281,34.2038950420277,3076.703,B0018
64,1.65901386874825,3.47173000135457,-0.000978078443781583,36.5772819428301,3195.31299999999,B0005
64,1.58297197446862,3.41754952868336,-0.00144446224144173,35.0287363795594,3195.31299999999,B0006
64,1.70401374743825,3.16450136958151,-0.000103955788799645,39.8074618107133,3195.31299999999,B0007
64,1.53216130159599,3.44566232140911,-0.000958458893455079,34.2502124003598,3062.328,B0018
65,1.6538540573335,3.46607033573948,-0.00167121525127488,36.6171635849087,3186.297,B0005
65,1.56713763671356,3.42750538614838,-0.00348266485530545,34.7749913057401,3186.297,B0006
65,1.6935716157343,3.21002637574633,0.000520279921028672,39.4154668472179,3186.297,B0007
65,1.53162324036934,3.43887422107835,-0.0016588333805397,34.269090540317,3050.563,B0018
66,1.64265378213013,3.48528915474891,0.00014529407851251,36.2850292180859,3176.438,B0005
66,1.56134461397139,3.43475084263348,-0.00448264841104881,34.6978979759293,3176.438,B0006
66,1.68765773638777,3.21058961140651,-0.00645157094779917,39.3846842251798,3176.438,B0007
66,1.5222595950772,3.46384575854022,0.000224303750570362,33.9367365369877,3034.672,B0018
67,1.63785784302237,3.48002217111844,-0.00388212367204089,36.4040977551392,3167.593,B0005
67,1.55117118927904,3.44819801992491,-0.00121952712077179,34.6005415728579,3167.593,B0006
67,1.68307443565832,3.21165271251121,-0.00399359030206562,39.4452150585581,3167.593,B0007
67,1.50652671268513,3.46079531488148,0.00219286271526535,33.9458921941935,3031.25,B0018
68,1.63273504070991,3.48757272911817,-0.00443096585489666,36.3361265433033,3167.719,B0005
68,1.54067416062952,3.44713635849375,0.000722634345096143,34.6551863147664,3167.719,B0006
68,1.67792701420255,3.23678907895949,-0.002354597242345,39.3507055622633,3167.719,B0007
68,1.50142195565329,3.45793996004971,0.00150694571834522,34.1432636371805,3011.343,B0018
69,1.62775289155336,3.48458314030896,-0.00277950707804827,36.4220425796404,3159.07799999999,B0005
69,1.52531387446244,3.45511544059592,-0.00192714318454614,34.4966150368151,3159.07799999999,B0006
69,1.67320602759662,3.2362523554698,-0.00330049328620778,39.4197635050042,3159.07799999999,B0007
69,1.49635341174865,3.45862430336588,0.000977114167945215,34.2138743837323,3003,B0018
70,1.62212548552116,3.48400441215842,-0.000984305141933526,36.4665002686277,3148.829,B0005
70,1.53015703180674,3.46802300517923,-0.00128822765470553,34.5878939663088,3148.829,B0006
70,1.6674367208254,3.23814025687171,-0.000265767957806864,39.4086430005732,3148.829,B0007
70,1.53342620003124,3.41432067673558,0.00571147044751903,34.6970686356955,3045.187,B0018
71,1.61132566037658,3.50846313768132,-0.00364350250573679,36.0170688773806,3149.094,B0005
71,1.52465668344741,3.47113359728319,-0.00449031192608329,34.4839121888943,3149.094,B0006
71,1.66226626306675,3.26079124748904,-0.000710959821627551,39.2641437831469,3149.094,B0007
71,1.52384526751443,3.44128928798501,-0.0021098176647452,34.653771987209,3028.469,B0018
72,1.60656313974884,3.50378728561778,-0.000527973923730628,36.1213527215141,3140.547,B0005
72,1.51454929866554,3.48833908869198,-0.00122156920872767,34.3231682973257,3140.547,B0006
72,1.65742430657631,3.25763777431161,-0.00272356103034198,39.3678455174846,3140.547,B0007
72,1.50119209942612,3.44349794350766,0.0012103544781274,34.5039068981479,3012.937,B0018
73,1.60151422339176,3.50012875688162,0.000510279884425617,36.2019669450162,3131.625,B0005
73,1.50939150460208,3.48822644046812,-9.1970080813463E-05,34.3711241374419,3131.625,B0006
73,1.65253868492873,3.25619795690932,-0.00356694597894139,39.3995951956128,3131.625,B0007
73,1.49241767145029,3.45992093875218,0.000605200059903298,34.4718992481184,2998.875,B0018
74,1.59036923140033,3.51767076641422,-0.00309905609507623,35.8666031048889,3121.907,B0005
74,1.50399743330507,3.48770023467463,-0.00254620318292151,34.3726200369386,3121.907,B0006
74,1.64721746275733,3.26123766678637,-0.00437654472662321,39.3205452508981,3121.907,B0007
74,1.48332385194012,3.46831410254515,-0.00181479108245471,34.2930357663969,2983.547,B0018
75,1.58578899682422,3.51744860868061,-0.00440431594516967,35.8055382757382,3122.125,B0005
75,1.49352019180402,3.50191442128941,-0.00180505128675162,34.0673735277694,3122.125,B0006
75,1.63641368108981,3.27679122556276,-0.00141298347570744,39.2246672973276,3122.125,B0007
75,1.48073767922942,3.46116718933501,-0.00240456854517994,34.442939077956,2966.86,B0018
76,1.58494307073741,3.51601326721214,-0.00166360184414012,35.6702666979063,3121.672,B0005
76,1.48763230244974,3.50648988369851,-0.00234699576549666,34.0142781646003,3121.672,B0006
76,1.63625543120485,3.280204681322,-0.00129936946737431,39.0446527026016,3121.672,B0007
76,1.47350778099025,3.4780269721618,8.51887823690299E-05,34.3472121355861,2954.797,B0018
77,1.59552638924959,3.49698370199923,-0.00112417936834915,36.3469609927441,3120.86,B0005
77,1.53028762144017,3.46127125565889,-0.00158936407328561,35.633900290417,3120.86,B0006
77,1.64111917921838,3.24633091601672,-0.00310908643306297,39.4901114355637,3120.86,B0007
